x,y,z,class,sound_path
-1.6030507,-2.3086934,5.4006715,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_382.5-387.0.wav
-1.3982846,-2.0264432,5.694595,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_387.0-391.5.wav
-1.5355178,-2.2436967,5.975682,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_391.5-396.0.wav
-1.4448442,-2.0489602,5.7366414,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_396.0-400.5.wav
-1.2896557,-2.1020286,5.9237804,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_4.5-9.0.wav
-1.2967533,-2.054344,5.896467,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_40.5-45.0.wav
-1.870206,-2.5463576,5.414155,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_400.5-405.0.wav
-1.2448115,-2.0194006,5.505037,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_405.0-409.5.wav
0.09482886,-2.4493103,5.458096,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_409.5-414.0.wav
-1.0977994,-1.8853296,5.692249,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_414.0-418.5.wav
-1.0177268,-1.9073927,5.704196,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_418.5-423.0.wav
-1.2530547,-2.1988392,5.433914,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_423.0-427.5.wav
-0.4801778,-2.0990598,5.351579,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_427.5-432.0.wav
-1.3069263,-2.0765119,5.508962,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_432.0-436.5.wav
-1.050324,-1.8813293,5.7269106,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_436.5-441.0.wav
-0.6911993,-2.2287776,5.4821534,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_441.0-445.5.wav
-1.1258968,-1.8984383,5.7226872,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_445.5-450.0.wav
-1.5137126,-2.2024972,5.96516,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_45.0-49.5.wav
-1.4757271,-2.0867305,5.7191753,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_450.0-454.5.wav
0.06991519,-2.5040312,5.3400335,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_454.5-459.0.wav
-0.65229094,-2.1900928,5.492016,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_459.0-463.5.wav
-0.99217016,-2.0792232,5.4744897,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_463.5-468.0.wav
-0.17849334,-2.5070925,5.31734,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_468.0-472.5.wav
-0.24891582,-2.365368,5.5375752,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_472.5-477.0.wav
-1.0019958,-2.4131463,5.323439,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_477.0-481.5.wav
0.02503177,-2.479642,5.40206,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_481.5-486.0.wav
-0.29888207,-2.5131197,5.278323,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_486.0-490.5.wav
-0.92455286,-1.9660949,5.769681,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_49.5-54.0.wav
-1.9646443,-2.6723294,5.4397864,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_490.5-495.0.wav
-0.6603133,-2.4688165,5.248986,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_495.0-499.5.wav
-1.2122524,-1.9700886,5.570554,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_499.5-504.0.wav
-1.031727,-2.4187965,5.3275084,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_504.0-508.5.wav
-1.9813432,-2.6676245,5.419657,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_508.5-513.0.wav
-1.4221513,-2.3064275,5.401404,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_513.0-517.5.wav
-1.534716,-2.6027856,5.570284,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_517.5-522.0.wav
-1.9812423,-2.671145,5.422813,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_522.0-526.5.wav
-1.9374855,-2.6538234,5.447589,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_526.5-531.0.wav
-1.8858951,-2.652618,5.497815,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_531.0-535.5.wav
-1.9712611,-2.6748025,5.4327617,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_535.5-540.0.wav
-1.2157264,-2.0277226,5.868436,0,https://leaves-demo-audio.s3.ap-southeast-2.amazonaws.com/Rinyirru-WetB/20210615T000000%2B1000_REC_54.0-58.5.wav
